Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_power_consumption,passthrough_brightness,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
170912,1969,1089,75,24,9999,0,1500,0,3860,5921,4,3,1478,490,1804,0,0,66,72,46,0,4,6,0,0,1435,1584,13434,1331,0,38,57,33,52,47,33,38,36,14,99,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
171912,1969,1089,75,24,9999,0,1418,0,3860,5473,4,3,1478,490,1804,0,0,67,72,46,0,4,5,0,0,1435,1584,13151,1333,0,34,42,30,26,35,25,22,34,25,99,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
173038,1966,1090,75,24,9999,0,1328,0,3869,5138,4,3,1478,490,1804,0,0,68,72,46,0,0,6,0,0,1435,1584,13229,1320,0,35,27,31,0,27,25,35,16,25,99,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
173912,1966,1090,75,25,9999,0,1300,0,3871,5032,4,3,1478,490,1804,0,0,68,72,46,0,0,4,0,0,1435,1584,13265,1317,0,40,30,33,33,38,25,36,40,18,96,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
174912,1966,1090,75,25,9999,0,1333,0,3871,5160,4,3,1478,490,1804,0,0,66,72,48,0,5,9,0,0,1435,1584,13082,1362,0,33,35,26,26,31,25,33,27,10,99,0,0,12132,1179,1,1039,43,1083,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
175913,1966,1090,75,25,9999,0,1314,0,3871,5086,4,3,1478,490,1804,0,0,65,72,46,0,1,7,0,0,1435,1584,13360,1354,0,27,25,40,21,22,27,14,27,21,99,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
176920,1966,1090,75,25,9999,0,1336,0,3871,5171,4,3,1478,490,1804,0,0,66,72,46,0,3,6,0,0,1435,1584,13395,1349,0,21,26,38,15,15,19,21,9,10,98,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
177916,1966,1090,75,25,9999,0,1379,0,3871,5338,4,3,1478,490,1804,0,0,67,72,46,0,2,7,0,0,1435,1584,13218,1324,0,23,15,31,5,15,23,22,14,9,99,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
178916,1966,1090,75,25,9999,0,1304,0,3871,5047,4,3,1478,490,1804,0,0,67,72,47,0,2,5,0,0,1435,1584,12969,1320,0,27,11,36,28,21,27,14,26,10,99,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
179917,1966,1090,75,25,9999,0,1278,0,3871,4947,4,3,1478,490,1353,0,0,68,72,46,0,2,4,0,0,1435,1584,13245,1321,0,40,27,42,11,31,19,25,40,5,99,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
180918,1966,1090,75,25,9999,0,1277,0,3871,4943,4,3,1478,490,1555,0,0,67,72,46,0,2,7,0,0,1435,1584,13200,1326,0,26,27,25,15,28,14,5,26,13,99,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
181917,1966,1090,75,25,9999,0,1485,0,3851,5718,4,3,1478,490,1555,0,0,67,72,47,0,2,6,0,0,1435,1584,13026,1331,0,18,43,25,17,39,18,14,11,13,99,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
182918,1966,1090,75,25,9999,0,1272,0,3851,4898,4,3,1478,490,1555,0,0,68,72,46,0,2,4,0,0,1435,1584,13210,1331,0,21,21,27,28,26,10,21,15,5,99,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
183917,1966,1090,75,25,9999,0,1276,0,3868,4935,4,3,1478,490,1804,0,0,68,72,46,0,1,3,0,0,1435,1584,13226,1315,0,30,33,39,15,30,14,14,30,5,99,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
184919,1966,1090,75,25,9999,0,1313,0,3868,5078,4,3,1478,490,1804,0,0,68,72,46,0,2,5,0,0,1435,1584,12920,1318,0,19,27,27,30,25,14,15,19,14,99,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
185919,1966,1090,75,25,9999,0,1320,0,3868,5105,4,3,1478,490,1804,0,0,68,72,46,0,1,7,0,0,1435,1584,14098,1358,0,29,26,30,34,23,29,14,19,5,98,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
186918,1966,1090,75,25,9999,0,1285,0,3868,4970,4,3,1478,490,1353,0,0,65,72,46,0,4,8,0,0,1435,1584,13401,1362,0,26,38,31,23,16,0,26,22,0,98,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
187918,1966,1090,75,25,9999,0,1304,0,3868,5043,4,3,1478,490,1353,0,0,66,72,46,0,9,7,0,0,1435,1584,10072,1363,0,19,19,31,16,15,5,19,11,5,90,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
188918,1966,1090,75,25,9999,0,1361,0,3868,5264,4,3,1478,490,1353,0,0,66,72,48,0,7,10,0,0,1435,1584,13365,1366,0,19,31,26,23,21,10,10,19,13,97,0,0,12132,1179,1,1039,43,1083,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
189918,1966,1090,75,25,9999,0,1313,0,3866,5076,4,3,1478,490,1555,0,0,67,72,46,0,3,7,0,0,1435,1584,14158,1371,0,19,16,39,34,37,13,19,10,5,99,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
190918,1966,1090,75,25,9999,0,1291,0,3866,4991,4,3,1478,490,1555,0,0,67,72,46,0,4,7,0,0,1435,1584,12229,1322,0,29,36,36,30,11,24,29,19,10,99,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
191918,1966,1090,75,25,9999,0,1360,0,3866,5257,4,3,1478,490,1353,0,0,68,72,47,0,1,5,0,0,1435,1584,13254,1316,0,22,23,22,39,11,9,19,22,5,99,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
193103,1939,1090,75,25,9999,0,1354,0,3864,5231,4,4,2419,525,2000,0,0,68,72,46,0,2,5,0,0,1435,1584,12574,1278,0,43,80,86,80,85,43,23,36,29,97,0,0,12149,1180,2,1040,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
193919,1939,1090,75,25,9999,0,1500,0,3864,6275,4,4,2419,525,2000,0,0,58,72,48,0,11,17,0,0,1435,1584,11273,3361,0,14,26,44,41,40,14,10,10,17,99,0,0,12149,1180,2,1040,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
194804,1939,1090,75,25,9999,0,1500,0,3864,5881,4,4,2419,525,2000,0,0,58,72,48,0,11,17,0,0,1435,1584,11273,3361,0,14,26,44,41,40,14,10,10,17,99,0,0,12149,1180,2,1040,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
