time,index,mass,x,y,z,vx,vy,vz,fx,fy,fz,ke,pe
46.01171,1,40.21291,-2.766635,-7.199629,0.4799429,-0.1215815,-0.3163927,0.02109142,-0.1112496,-0.2895058,0.0192991,2.318903,-69.33578
47.00845,0,39.02491,-162.3983,-422.6106,28.17215,0.1281361,0.3334494,-0.02222847,0.1115946,0.2904035,-0.01935894,2.499574,-69.44321
47.00845,1,40.21291,-2.889629,-7.519699,0.5012793,-0.1243524,-0.3236035,0.0215721,-0.1115981,-0.2904126,0.01935954,2.425806,-69.44428
48.0041,0,39.02491,-162.2687,-422.2733,28.14967,0.1310003,0.340903,-0.02272535,0.1119525,0.291335,-0.01942104,2.612569,-69.55449
48.0041,1,40.21291,-3.015399,-7.846989,0.5230972,-0.1271321,-0.3308371,0.02205433,-0.1119561,-0.2913443,0.01942166,2.535468,-69.5556
49.00282,0,39.02491,-162.1363,-421.9286,28.12669,0.1338738,0.3483808,-0.02322383,0.1123202,0.2922917,-0.01948481,2.72844,-69.66859
49.00282,1,40.21291,-3.143952,-8.181525,0.5453983,-0.1299209,-0.3380942,0.02253811,-0.1123239,-0.2923013,0.01948545,2.647922,-69.66973
50.01448,0,39.02491,-162.0009,-421.5764,28.10321,0.1367569,0.3558834,-0.02372397,0.1126977,0.293274,-0.0195503,2.847223,-69.78557
50.01448,1,40.21291,-3.275299,-8.523332,0.5681838,-0.132719,-0.3453754,0.02302349,-0.1127014,-0.2932838,0.01955095,2.763202,-69.78674
51.01225,0,39.02491,-161.8627,-421.2167,28.07923,0.1396497,0.3634115,-0.02422582,0.1130852,0.2942825,-0.01961752,2.968954,-69.90545
51.01225,1,40.21291,-3.409449,-8.872431,0.5914556,-0.1355265,-0.3526814,0.02351053,-0.113089,-0.2942926,0.01961819,2.881342,-69.90665
52.01009,0,39.02491,-161.7216,-420.8494,28.05475,0.1425527,0.3709659,-0.02472941,0.1134829,0.2953175,-0.01968652,3.09367,-70.02827
52.01009,1,40.21291,-3.546412,-9.228849,0.6152153,-0.1383437,-0.3600128,0.02399926,-0.1134869,-0.2953278,0.01968721,3.00238,-70.0295
53.0081,0,39.02491,-161.5775,-420.4746,28.02976,0.145466,0.3785471,-0.02523479,0.113891,0.2963794,-0.01975731,3.22141,-70.15407
53.0081,1,40.21291,-3.686197,-9.592611,0.6394645,-0.1411711,-0.3673703,0.02448973,-0.113895,-0.2963901,0.01975802,3.126352,-70.15532
54.00306,0,39.02491,-161.4306,-420.0922,28.00427,0.1483898,0.3861559,-0.02574201,0.1143096,0.2974688,-0.01982993,3.352211,-70.28288
54.00306,1,40.21291,-3.828814,-9.963745,0.6642051,-0.1440086,-0.3747546,0.02498198,-0.1143138,-0.2974797,0.01983065,3.253297,-70.28416
55.01321,0,39.02491,-161.2807,-419.7022,27.97827,0.1513245,0.393793,-0.02625111,0.1147389,0.2985861,-0.0199044,3.486117,-70.41474
55.01321,1,40.21291,-3.974274,-10.34228,0.6894389,-0.1468568,-0.3821663,0.02547607,-0.1147432,-0.2985973,0.01990515,3.383254,-70.41606
56.01013,0,39.02491,-161.1279,-419.3045,27.95176,0.1542704,0.4014591,-0.02676215,0.1151792,0.2997319,-0.01998078,3.623169,-70.54971
56.01013,1,40.21291,-4.12259,-10.72824,0.7151676,-0.1497157,-0.3896062,0.02597203,-0.1151835,-0.2997432,0.01998154,3.516264,-70.55105
57.00539,0,39.02491,-160.9721,-418.8991,27.92473,0.1572277,0.409155,-0.02727517,0.1156306,0.3009066,-0.0200591,3.763412,-70.68783
57.00539,1,40.21291,-4.273768,-11.12165,0.7413933,-0.1525858,-0.397075,0.02646991,-0.1156351,-0.3009183,0.02005988,3.65237,-70.68921
58.00041,0,39.02491,-160.8133,-418.4861,27.8972,0.1601967,0.4168813,-0.02779022,0.1160933,0.3021107,-0.02013936,3.906886,-70.82912
58.00041,1,40.21291,-4.427823,-11.52255,0.768118,-0.1554672,-0.4045733,0.02696977,-0.1160979,-0.3021227,0.02014017,3.791614,-70.83054
59.01048,0,39.02491,-160.6516,-418.0652,27.86914,0.1631777,0.4246388,-0.02830736,0.1165676,0.303345,-0.02022164,4.053641,-70.97366
59.01048,1,40.21291,-4.584765,-11.93096,0.7953436,-0.1583603,-0.412102,0.02747164,-0.1165723,-0.3033572,0.02022246,3.934043,-70.97509
60.00793,0,39.02491,-160.4869,-417.6366,27.84057,0.166171,0.4324283,-0.02882663,0.1170536,0.3046097,-0.02030595,4.203724,-71.12146
60.00793,1,40.21291,-4.744606,-12.34691,0.823072,-0.1612653,-0.4196617,0.02797559,-0.1170585,-0.3046223,0.02030679,4.079702,-71.12293
61.006,0,39.02491,-160.3192,-417.2002,27.81148,0.169177,0.4402507,-0.02934809,0.1175516,0.3059056,-0.02039234,4.357186,-71.27259
61.006,1,40.21291,-4.907359,-12.77044,0.8513054,-0.1641826,-0.4272534,0.02848166,-0.1175566,-0.3059186,0.0203932,4.22864,-71.27409
62.00156,0,39.02491,-160.1485,-416.756,27.78186,0.1721958,0.4481067,-0.02987179,0.1180619,0.3072335,-0.02048085,4.514076,-71.42711
62.00156,1,40.21291,-5.073034,-13.20158,0.8800461,-0.1671124,-0.4348776,0.02898991,-0.1180669,-0.3072467,0.02048174,4.380905,-71.42865
63.00001,0,39.02491,-159.9748,-416.3038,27.75172,0.1752279,0.4559972,-0.0303978,0.1185845,0.3085937,-0.02057153,4.674448,-71.58504
63.00001,1,40.21291,-5.241647,-13.64036,0.9092963,-0.170055,-0.4425353,0.02950039,-0.1185898,-0.3086073,0.02057244,4.536548,-71.58662
64.00022,0,39.02491,-159.798,-415.8438,27.72105,0.1782736,0.4639229,-0.03092615,0.11912,0.3099871,-0.02066441,4.838355,-71.74648
